,DateTime,Uid,Tweet,Label (Specialist),HashTag
154,2021-05-24 2:56:40,6f07758c92d6,เหนื่อยว่ะทนอีกหน่อยนะอีกไม่กี่ชั่วโมงก็จะเช้าแล้วแต่จะทนไหวรึป่าวนี่สิ,Level 2,#โรคซึมเศร้า
155,2021-06-26 14:21:42,0338d6bde97c,ตอนเด็กอยากโตตอนโตอยากตาย,Level 1,#โรคซึมเศร้า #cyberbullying 
156,2021-07-02 15:03:00,b7f1955ec975,ผลที่ตามมาคือเดิมพันด้วยชีวิตถ้าวันนี้ไม่รอดอย่าถามถึงวันพรุ่งนี้,Level 4,#โรคซึมเศร้า
157,2021-07-02 5:42:33,43e82c8e9b34,อยากตายทุกวันแหละเพราะคนในครอบครัว,Level 1,#โรคซึมเศร้า #อยากตาย
158,2021-07-03 8:08:55,43e82c8e9b34,เหนื่อยเต็มที่แล้วเมื่อไหร่จะถึงเวลาสักทีเหนื่อยกับทุกอย่างอยากจะพอแล้วกับการใช้ชีวิต,Level 1,#โรคซึมเศร้า
159,2021-07-05 8:49:43,43e82c8e9b34,เห้อโดนพี่ด่าว่าฆ่าตัวตายทำไมปัญญาอ่อนแล้วช่วยทำไมอะรู้มั้ยว่ามันเหนื่อยแค่ไหนอะ,Level 5,#โรคซึมเศร้า
160,2021-07-02 5:42:33,43e82c8e9b34,ถ้าอยากให้คนรักต้องฆ่าตัวเองให้ตายถ้าฆ่าตัวตายแล้วไม่ตายตื่นมาก็จะพบคนสมน้ำหน้าบอกว่าเราเรียกร้องความสนใจ,Level 5,#โรคซึมเศร้า #อยากตาย
161,2021-07-09 13:26:04,43e82c8e9b34,เหนื่อยแบบไม่รู้จะเหนื่อยไงแล้วตายสักทีได้ไหม,Level 1,#โรคซึมเศร้า
162,2021-07-17 15:16:25,43e82c8e9b34,อยากตายหายไปจากครอบครัวนี้,Level 1,#โรคซึมเศร้า #อยากตาย
163,2021-07-06 8:49:18,43e82c8e9b34,เหนื่อยไม่อยากใช้ชีวิตแล้วมันเหนื่อยมันทรมานน,Level 1,#โรคซึมเศร้า
164,2021-09-10 15:59:49,43e82c8e9b34,แค่หาครีมมาปิดรอยแดงก็ไม่มีใครรู้แล้วว่าเรากรีดแขน,Level 5,#โรคซึมเศร้า
165,2021-06-29 14:49:11,0b195249fa48,เพื่อนกันเค้าไล่เพื่อนไปตายหรอแต่ก็ใกล้แล้วแหละจะทำให้คำพูดมึงที่ไล่กูไปตายเป็นตราบาปติดตามหลอกหลอนมึงตลอดชีวิต,Level 4,#โรคซึมเศร้า
166,2021-08-06 22:37:20,23a3057a42e1,ถ้าหากเราตายไปเราก็จะไม่ทุกข์ไม่ต้องทำงานไม่ต้องเครียดไม่ต้องมีรู้สึกอะไรแล้ว,Level 1,#โรคซึมเศร้า #เสียงกระซิบจากความมืด #เศร้า #อยากตาย
167,2021-08-06 22:37:20,23a3057a42e1,สัญญานเตือนความตายของเราอาจจะเป็นแค่คำพูดที่โหดร้ายที่ออกมาจากปากคุณ,Level 1,#โรคซึมเศร้า #เสียงกระซิบจากความมืด #เศร้า #อยากตาย
168,2021-06-17 9:02:52,ffa78d08f842,บางทีฉันก็แค่เหนื่อยเกินกว่าจะมีชีวิตแล้ว,Level 1,#โรคซึมเศร้า
169,2021-06-05 12:33:43,bff25dc7de96,อยากหลับแล้วไม่ตื่นขึ้นมาอีกเลย,Level 1,#โรคซึมเศร้า
170,2021-06-23 17:57:32,bff25dc7de96,พี่ให้ไปตายได้เลยค่ะจะปฏิบัติตาม,Level 2,#โรคซึมเศร้า
172,2021-08-05 16:26:08,bff25dc7de96,น้ำตาไม่ไหลแล้วแต่เลือดยังไหลได้อยู่,Level 5,#โรคซึมเศร้า
173,2021-09-04 16:25:09,bff25dc7de96,เราไม่รู้เราจะมีชีวิตอยู่ต่ออีกนานมั้ยและหายจากโลกนี้ไปด้วยวิธีใดแต่เราอยากให้รู้ไว้ว่าเราสู้มาเต็มที่แล้วนะ,Level 1,#โรคซึมเศร้า
174,2021-09-10 23:07:40,bff25dc7de96,ทำไมการทำร้ายร่างกายตัวเองต้องมีข้ออ้างด้วยอะอันนี้ไม่เข้าใจ,Other,#โรคซึมเศร้า
175,2021-09-09 15:07:06,bff25dc7de96,ถ้าเลือกได้คงไม่แบกความเจ็บปวดนี้เอาไว้อยากตายไปพร้อมกับมันด้วยซ้ำ,Level 1,#โรคซึมเศร้า
176,2021-07-20 16:03:57,73be8fb58a77,ในหัวมีแต่เรื่องอยากตายๆถ้าตายไปทุกเรื่องจะจบใช่มั้ยพ่อแม่ก็จะได้ไม่ต้องมีเราเป็นตัวปัญหาอีกจะไม่ต้องอยู่เป็นภาระครอบครัวอีก,Level 1,#โรคซึมเศร้า
177,2021-05-23 21:41:15,8bf06f08ea61,คนเราเดี๋ยวก็ตายรีบให้เราตายตอนนี้เลยได้มั้ย,Level 1,#โรคซึมเศร้า
178,2021-05-19 20:17:34,8bf06f08ea61,เคยรู้สึกว่าตัวเองไร้ค่าป่ะมันรู้สึกเหมือนว่าตัวเองแม่งไม่มีอะไรดีเลยอ่ะ,Other,#โรคซึมเศร้า
179,2021-06-06 5:11:51,9740f87c2fac,เราอยากตายแล้วแฮะเราอยู่ไปทำไมอยู่ไปก็ไร้ค่า,Level 1,#โรคซึมเศร้า
180,2021-06-05 11:42:58,9740f87c2fac,ระหว่างคัตเตอร์กับเล็บตัวเองอันไหนเจ็บกว่ากันคะ,Level 3,#โรคซึมเศร้า
181,2021-09-04 4:45:46,af92ff43477d,ครอบครัวมันควรจะเป็นที่ที่มีความสุขไม่ใช่หรอ,Other,#ซึมเศร้า
182,2021-09-04 4:46:40,af92ff43477d,ร้องไห้แต่ไม่มีน้ำตา,Other,#ซึมเศร้า  #อยากตาย
183,2021-06-09 14:38:56,af495dc3ad06,เมื่อไหร่จะหายไปจากโลกนี้วะ,Level 1,#โรคซึมเศร้า #อยากตาย
184,2021-06-09 12:01:01,af495dc3ad06,ใครสนใจละถ้ากูตายไปแล้วมึงจะมาเสียใจให้กูทำไมทั้งๆที่มึงไม่ได้ทำดีกับกูทั้งแต่แรกแล้ว,Other,#อยากตาย #โรคซึมเศร้า
185,2021-06-02 17:02:57,93b7a57ba80a,ต่อให้ตอนนี้กูแย่มากแค่ไหนกูก็ต้องฮีลเพื่อนก่อนถึงตอนนี้เลือดกูจะเหลือแค่ก็ตาม,Other,#โรคซึมเศร้า
186,2021-06-02 16:53:45,93b7a57ba80a,คนเราถ้าตายไปแล้วจะไปอยู่ที่ไหนจะมีความสุขกว่าการมีชีวิตอยู่มั้ยจะเลิกร้องไห้ได้รึป่าว,Level 1,#โรคซึมเศร้า
187,2021-06-06 9:47:07,3fd7678463bf,ทำไมการมีชีวิตอยู่ถึงได้เหนื่อยขนาดนี้กันนะ,Level 1,#โรคซึมเศร้า
188,2021-07-17 14:45:31,831b29e65de2,อิจฉาคนมีความสุขจัง,Other,#อยากตาย
189,2021-07-15 13:40:25,236272ca236f,ให้กูติดโควิดตายไปเถอะกูทรมานกูไม่อยากอยู่แล้วมึงเข้าใจมั้ยไวรัสมาเอากูไปเถอะ,Level 1,#ปรึษาปัญหา #ครอบครัวไม่ใช่เซฟโซน #ซึมเศร้า
